Araç Markası,Araç Yorumları
seat-yorumlari,"
Kullandığım en rahat ve konforlu aile aracı.
"
seat-yorumlari,"
Neredeyse yarım milyon arabalar hakkı değil
"
seat-yorumlari,"
230 bin TL link araçta özellikleri açmak için 2 bin TL daha istiyorlar resmi sitesinde Multi medya var diyor ama sadece bulueth bağlantısı var direk kandirmaca
"
seat-yorumlari,"
merhaba şehir içi gerçek yakıt tüketimi ile alakalı bilgisi olan var mı acaba ? Fabrika verileri yanıltıyor. İki yakıt alım arasında şehir içi tüketim nedir ?
"
seat-yorumlari,"
SEAT IBIZA 2019 sıfır almıstım.aldığımda cok elestirildiMuhteşem bi araç 1.0 araç gitmez yolda diyenler kullanınca sok oluyor ıc dızaynı cok ıyı tavsiye esiderim...
"
seat-yorumlari,"
Sportage dizel otomatikle arasında kaldım prestige paket 370bin lira fr plus ateca sanırsam 350 civarına geliyor hangisini tercih etmeliyim
"
seat-yorumlari,"
Bence almayın arkadaşlar her geçen gün fiyatı düşürüyorlar önümüzdeki ay 300.000 tl olur.Nasıl bir politika anlamadım gerçekten.
"
seat-yorumlari,"
sunroff yok mu bu araçlarda. sadece cam tavan mı. opsiyon olarak sunulmuyor mu bilen var mı ?
"
seat-yorumlari,"
Fr otomatik ne zaman gelicek ve fiyat ne olur bilgi var mı?
"
seat-yorumlari,"
5.1 lt yakıt tüketimi doğru mu otomatik için.cam tavanlısı gelicekmi.5.1 şehir içi çok iyi alınabilir doğruysa
"
seat-yorumlari,"
Bu. Araçlara. Navigasyon. Ve. Geri. Görüş. Kamerası. Neden. Yok. 230. Bin. Liralık. Araçta. Navigasyon. Bari. Koyun.
"
seat-yorumlari,"
Fr DSG ne zaman geliyor
"
seat-yorumlari,"
Merhabalar ben Türkmenistan uyruklıyım turkıye de çalışma ızınıyle çalışıyorum ve araç almayı düşünüyorum vergiden muaf araç alma şansım varmıdır acaba
"
seat-yorumlari,"
Bagajını göremedim bagaj foto yok
"
seat-yorumlari,"
Selam 2021 lerin fiyatı açıklandı ancak bayide kalan 2020 modellerin yeni güncel fiyatı ne kadar ? Ögrenebilirmiyiz?
"
seat-yorumlari,"
IBIZA 1.0 Evo 80 HP Style 2021 model hakkında bilgisi olan var mıdır? Yokuşlarda ve genel olarak hızlanma durumu, 2013 model 1,2 70 HP benzinli polo ile kıyaslayınca nasıldır?
"
seat-yorumlari,"
Seat ibiza ın station wagon seçeneği var mı. Varsa Türkiye'ye geliyor mu
"
seat-yorumlari,"
Daha 2 gün önce 255 lira olan araba şimdi293 e çıkmış pess
"
seat-yorumlari,"
Bu araçların dizeli ne zaman gelir acaba ülkeye hepsi benzinli baktıklarımın ...
"
seat-yorumlari,"
Ilk arabam seat ibiza 94 model alinir arkadaslar
"
seat-yorumlari,"
Türkiye'mizde eskiden kuzu alır besler koyun edip kurbanda satarlardı.Şimdi tüm markaların tüm bayileri sıfır araçların çıkışını yancılara yapıp yok çekiyor ..vurgunun sanat olduğu ülkemde TEOG asfaltı ağlatacaktı hani nerdeee!!!??? 150 HP lik sıfır Leon fr bulan bilen haber veren satan bayi varsa hemen almazsam no-merdim:))
"
seat-yorumlari,"
Otomatik vites engelli indirimli fiyatı nedir
"
seat-yorumlari,"
fiyat donanım performans üçlüsü ile en iyi suv diyebilirim. benzinli suv lar içinde en az yakanı. konfor ve teknoloji süper.
"
seat-yorumlari,"
Bayilerin GEL GEL yaptığı fiyat 231.500.. arayın araç yok diyecekler. Bu nasıl iş?? Araç 129.775tl ile geliyor, yani +225tl artış ile %80 ötv olacak. Şahsen ben 300-310 tl vermem bu araca. Opsiyonları da ekleyince 330k
"
seat-yorumlari,"
Leon'un 1.5 eco tsi kullanan biri olarak söylüyorum.Bu aracı kullandığınızda diğer C sınfı hiçi bir araç zevk vermez.Nereden mi biliyorum.Her sene araba değiştiren biriyim.Burada yorum yapanların çoğu bu aracı kullanmadan yorum yaptıklarını düşünüyorum.Aynı hazzı yine 150 HP golf'ten de almıştım.Leon un tasarımı çok güzel
"
seat-yorumlari,"
1.0 otomatik ne zaman gelecek ve fiyatı ne civarda olur acaba
"
seat-yorumlari,"
Merhaba ne özellikler var araçta konfor nasıl otonom sürüş varmı
"
seat-yorumlari,"
Berkay bey ötv hesaplama sisteminde hangi yolu kullanıyorsunuz acaba?
115.000 TL civarı dediğiniz rakam benim sistem üzerinden kontrol ettiğim zaman 87.000 tl ye denk geliyor. aradaki fark sebebi nedir? açıklarmısınız lütfen
"
seat-yorumlari,"
Tam bir yıllık Seat Arona sahibiyim. Bir otomobilden bekleyebileceğiniz neredeyse herşey bu araçta. Güvenlik, tasarruf, konfor, teknoloji, güç, serilik ve rahatlık. Hem şehir içine hem de şehir dışına uygun. Sadece aşırı lüks beklemeyin. Çok memnunum, iyi ki almışım.
"
seat-yorumlari,"
Engelli indirimi ile kaça gelir
"
seat-yorumlari,"
dsg değil manuel olacak
"
seat-yorumlari,"
2018 model SEAT ARONA 1.6 TDI DSG 95 HP STYLE donanim araç sahibiyim. 4.0-5.5 lt arası yakıyor. Style en üst donanım olmamasina rağmen aradığım tüm özelliklere sahip. Xcellence donanımı aramadim. Araç sorunsuz. Tam bir fiyat/performans aracı. Konfor standart bir B segment araçtan beklenilecek seviyede.
"
seat-yorumlari,"
seat ibiza 1.0 mpi 75 bg 32000 km kullandim sorunsuz arac yakit son derece iyi kilima acilirsa biraz bayiliyor uzun yolda yeterli yeni nesil 1.0 motordan korkmayin
"
seat-yorumlari,"
Bilmiyorum
"
seat-yorumlari,"
1.0 tsi 115 hp paketi nasil? Almayi dusunuyorum ancak araca dair hicbir fikrim yok. 3.20d kullanicisiyim ancak suv'a gecmeyi dusunuyorum. Mesela 1.0 motor ile uzun yol gidilir mi? Genel motor-sanziman performansi nasil? Konforlu mu?
Yakiti tasarruflu mu? 3 silindir olmasi buyuk dezavantaj mi?kronik sorunlari var mi veya hassas arac mi?Lutfen kullananlar, bilenler yorumlarsa sevinirim.
"
seat-yorumlari,"
Almayı düşünüyorum kullanan arkadaslar özellikle otomatik vites ve yakıt ile ilgili yorumlarini yazarsa sevinirim....şimdiden teşekkürler
"
seat-yorumlari,"
Bence bu fiaytlara araba almayin guncel deger olarak seatin en dolusujun 140 bin bandinda olmasi lazim bir seatci olarak cok kliteli bir arac degil herzman nicin wolsvagenin iki gomlek altinolarak uretilmistir kimse almazsa bu fiyatlar duser zaten 140 binden fazla edecek bir arac degildir
"
seat-yorumlari,"
2 aydır sıfırını kullanıyorum. ww den geçince hiç yadırgamadım, iç dizaynında çok ortak nokta var. donanım olarak, fiyat olarak da avantjı. Tavsiye ederim.
"
seat-yorumlari,"
Seat leon 2020 1.5 eco almak istiyoruz kullanan var mi ? tutulan bi araç mi bilgi verirse kullananlar memnun olurum
"
seat-yorumlari,"
seat leon arabası almayın bir tavsıye sizlere ne yıldızı oooooo
"
seat-yorumlari,"
Tasarım, konfor ve performans açısından gerçekten güzel araç.. Severek ve zevkle kullanıyorum, tavsiye ederim..
"
seat-yorumlari,"
Yakışı güzel konforu ve güvenlik konusundan son derece memnunum. Tavsiye ederim lastiğinden anahtarına kadar made in germany.
"
seat-yorumlari,"
2020 model aldık memnunuz. 1.5 150 psi
"
seat-yorumlari,"
Ankara servis yetkilileri çok iyi. Bekir usta, umut bey çok ilgililer. Teşekkürler Seat ????????????
"
seat-yorumlari,"
2016 tdi dsg kullanıcısıyım ve ilk sahibiyim full + full apollo mavi renk ..... şimdiye kadar hiç bir problem ile karşılaşmadım eğer insan gibi kullanırsanız sizde problem yaşamazsınız. Yeni kasa çıktığında da ona geçicem allah nasip ederse. Herkes golf diyoda bende audi a3 vardı 2015 model noktasından virgülüne kadar herşeyi aynı onuda belirtmek isterim ....
"
seat-yorumlari,"
Merhaba Ateca 1.5 benzinli ful cam tavan sanrof mevcut, kaporasını verdim temmuzun ilk haftasında teslim alacam raporla alacağım için 5 yıla kadar satılmıyor yılda 10 bin km ortalama olabilir fiyatı şu an için çok yüksek tavsiyeleriniz benim için çok önemli öneriniz ne olacak. selam ve dua ile
"
seat-yorumlari,"
2011 Leon almak istiyorum 1.2 tsı nasıldır yakıtı kronik sorunu varmı
"
seat-yorumlari,"
Yt6
"
seat-yorumlari,"
HERKESE MERHABALAR BENİMDE BİR SÜREDİR TAKİP ETTİĞİM BİR ARAÇ FR HAYRANI TUTKUSU OLAN BİRİ OLARAK BU ARAÇ BENDE DE ÇOK BÜYÜK HAYRANLIK UYANDIRIYOR BAKTIĞIMDA ŞEHİR İÇİ KULLANIM DIŞINDA SUV BİR ARAÇ OLDUĞUNDAN AYNI ZAMANDA DAĞ BAYIR YUKSEK KIRSALLARA KÖY KASABA KULLANAN ARKADAŞLAR YORUMLAYABİLİRMİ ÇEKİŞ PERFORMANS VE DİZEL BENZİN ARASINDA TERCİHEN HANGİSİ PERFORMANS OLARAK TATMİN EDİCİ OLABLİRLİĞİ İLE DEĞERLİ BİLGİLERİNİ PAYLAŞABİLİRMİ KULLANAN ARKADAŞLAR TEŞEKKÜRLER ŞİMDİDEN
"
seat-yorumlari,"
Abiler selamlar leon alma arifesindeyim 1.5 eco tsi mi yoksa 1.6 tdi mi cok kararsizim Ilk arabam olucak uzun yillar kullanmak istiyorum birde dsg problemleri gozumu korkutuyor fikirleriniz benim icin degerli simdiden tesekkur ederim :)
"
seat-yorumlari,"
Bu paralara leon alinmaz, aldigim gunden beri her yerinden sesler geliyor. Eski accentim bile bu kadar degildim Trimer seslerinden bunaldim, satip kurtulacagim.
"
seat-yorumlari,"
Seat ateca almayı düşünüyorum sizce benzinlimi yoksa dizelimi tercih etmeliyim yılda ortalama 15000 bim km yapıyorum
"
seat-yorumlari,"
2020 Leon 1.5 TSI Fr almak uzereyim. Kaporayi verdim. Xcellence al diye çok söylediler sadece dış görünüş itibari ile Fr seçtim.Umarim hislerin beni yanıltmaz. Anahtarsız çalıştırma ve geri görüş kamerası olmamasını nasıl değerlendiriyorsunuz.İlk arabam olacak bu arada.Bilgilendirirseniz çok memnun olurum
"
seat-yorumlari,"
Bende 1 tane buldum ama hala kararsizim. Kullananlar ricam tavsiye ederler mi
"
seat-yorumlari,"
Leon almayan iki kere üzülür. bir çocukluk hayali olan kişi söylüyor bunu.
"
seat-yorumlari,"
Leon 1.9 tdı tutulurmu
"
seat-yorumlari,"
Herkese mrb , arkadaşlar 3008, tuscon, qaihqai hepsine bindim , ateca fiyat performans olarak en iyisi, pejo ve nissan malzeme kalitesi vs kotu gerçekten , ekran çözünürlüğü vs kötü, özellikle konforda ve suruste ateca bariz üstün , hayaleti çok çok güzel , tabi hepsini kullanınca farkı rahat görebiliyorsunuz , suv almadan mutlaka atecayi sürün derim
"
seat-yorumlari,"
2016 1,2 TSI benzinli stely model kulanıyorum rampa da Süper ani hareket harika yakıt bana göre Süper tek kusuru
İçi biraz dar yine de başkasıyla degişmem adanadan sivasa gidip geldim maşallahı var adanadan Antalya konya Kayseri
Adana ya geldim Süper tek kelimeyle muhteşem
"
seat-yorumlari,"
2020 yıl modelinde 1.0 EcoTsi motor geldi Düz vites sitesinde 139 bin TL yazıyor. VW polo , Skoda fabia yada Seat ibiza alacağınıza Seat Leon u alabilirsiniz almak isteyen.
"
seat-yorumlari,"
2001 model 1.6 seat ibiza LPG motor soğukken çalışmakta zorlanıyor. Çalıştıktan sonra rolenta düşüyor istop edecek gibi oluyor. Marş dinamosu bozuldu değiştirdik ondan sonra bu sorunlar başladı. Neden olduğunu bilen varmı. Bana yardımcı olursanız sevinirim teşşekürler.
"
seat-yorumlari,"
arkadaşlar merhaba
seat arona almayı planlıyorum. Ama dsg şanzımandan dolayı tedirginim. Sizce alınabilir bir araç mıdır?
"
seat-yorumlari,"
bende leon almak üzereyim. 2016 1,4 tsı dsg. ama şu dsg arızası çok kafamı karıştırıyor.kararsız kaldım.
"
seat-yorumlari,"
1 aydır kullanıyorum. 0 olarak aldım.
LED far sistemi, DSG şanzıman geçişleri, dijital ekran ve kontrolleri, ambiyans aydınlatmaları, anaharsız giriş ve çalıştırma kullanımı 10 numara.
Düşük vites ve devirlerde çok ince bir titreme sesi geliyor. Kapıları biraz sert kapatmak gerekiyor.
Başkada sıkıntılı bir yerini göremedim. Fiyatına göre çok memnun kaldım.
"
seat-yorumlari,"
küçük olmasına ragmen hızlı gidiyor
"
seat-yorumlari,"
Yakit performansi nasil acaba otomatik benzinli almayi dusunuyorum?
"
seat-yorumlari,"
benziini çok yakıyor araba
"
seat-yorumlari,"
seat araba yaptımı hakkını veriyor
"
seat-yorumlari,"
hızlı gitmiyor hiç çok sallıyor kendini
"
seat-yorumlari,"
leonun aynıısı neden farklı bir araç çıkarmaz ki
"
seat-yorumlari,"
arabanın hızlanması hoşuma gitti dur kalklarda sarsılma yok hiç
"
seat-yorumlari,"
araba küçük olmasına ragmen çok geniş bir hacme sahip
"
seat-yorumlari,"
renkleri çok tatlı insanı içine alıyor resmen
"
seat-yorumlari,"
arabanın havalı bir duruşu var
"
seat-yorumlari,"
ibiza 1.0 75 HP REFERENCE 2015 model...kullanan varmı tavsiye edermi*
"
seat-yorumlari,"
Sa 2015 dizel otomatik var yakıt şehir içi çok yakıyor 8 litre diyebilirim abartısız bilgisi olan varmı
"
seat-yorumlari,"
Bende sıfır dizel otomatik almayı düşünüyorum ama çoğu kişiden leonlarda trim sesleri oluyormuş diye bilgi aldım. Bu konuda yorumlarmısınız
"
seat-yorumlari,"
Verdiğiniz bilgiler için sağolun
"
seat-yorumlari,"
Arkadaslar ben aracimi sattim ama suanda yeni arac almayi dusunuyorum aklimda 3 arac var leon, mazda 3 birde civik birtürlu karar veremedim aile arabasi olacak uzun yolda beni yormıyacak yol tutusu guzel olacak bunlardan hangisini tavsiye edersiniz 3 aracda 2010 model üstunu dusunuyorum
"
seat-yorumlari,"
Arabanin ismini duyduktan 2 gun sonra aldim cok cok memnunum performansi ve yol tutusu iyi istanbulici 5.5 litre uzun yol agresif kullanmazsan 4.5 litre gibi yakiyor atabayi 6 ay once 168 e aldim bugun kampanyali fiyati 212 olmus tek sorun bayiilerde arac olmamasi
"
seat-yorumlari,"
cupra pist yarış arabasıdır,normal leon fr’larla uzaktan yakından hiçbir alakası yoktur,ama fiyat olarak çokkk yüksek.
"
seat-yorumlari,"
Arkadaşlar aldkdan sora satması zor olmaz demi tutulan araç sonucda
"
seat-yorumlari,"
fiyat olarak abartıyorlar cidden
"
seat-yorumlari,"
2019 benzinlisini getirmedikleri araci ne yapiyim. 1.6 dizelini ne yapalim biz peeh
"
seat-yorumlari,"
Kasis ve yoldaki engebeleri çok hissettiriyor.
"
seat-yorumlari,"
Görüntüsü ve tasarımına diyecek yok.Performansı da muhteşem
"
seat-yorumlari,"
arabanın dış kısmı spor gözüküyor aracın duruş kalkışları çok hızlı
"
seat-yorumlari,"
Dizel 2018 leon ve 2019 Ateca kullanıyorum. Fiyat
ve performans olarak her iki aractan çok memnun kaldım. Yol tutuş, konfor ve tuketim olarak gercekten etkileyici. Bir tek alismaya calistigim dalgakiransiz deponun doluyken çikardigi ses. Bunun kaza aninda sıkışma so ucu yakitin patlamasini önlemek üzere güvenlik tedbiri olduğu söylendi.
"
seat-yorumlari,"
Araç piyasada yok . Ne zaman geleceğini bayiler bile bilmiyor .
"
seat-yorumlari,"
araçlar üretimden mi kalktı türkiyeye mi gelmiyor
"
seat-yorumlari,"
Neden kazancimizi algilarimiza yenik dusurelim ki? Performan olarak seat daha iyi diyebilirim ustelik. Ikisi de 8.0 sn.de 100km/hr cikabilcek performansta (stock/otoban asfalt) yakit yuketiminde ise act ve 2 silindir modu, start/stop, dsg sanziman vs cok iyi is cikartiyor. Benzinli, cok sessiz ve uzun yolda verimli. Kendim izmir-samsun ortalama 100km/hr leon 4,8lt ateca 5,4lt ile gittim. (Klima kapali) Sehir ici de guzelve verimli. Leon 6,0lt ateca 6,9lt ortalama.
"
seat-yorumlari,"
Daha evvel highline golf/jetta da kullandim uzun yillar ancak sonuc olarak seat kesinlikle onde. Size daha kaliteli ve iyi demiyorum ancak ornek olarak leon u aldigimda sifirlari arasinda golf ile 35000 tl kadar fark vardi. Ayni dolu araclar ustelik. Ateca ve tiguan arasinda ise bu fark doneminde 85000 tl idi. Her iki markanin da modelleri standart beklentilerin uzerinde ustelik.
"
seat-yorumlari,"
Herkese merhaba. Leon 1.4 s&s 150hp act ve ayni motora sahip ateca fr sahibiyim. Leon dan pek memnun kaldigim icin ihtiyac geregi suv modeli ateca dan da aldim ve cok iyi is cikarttigini dusunuyorum. Ulkemizde ne yazik ki genel bir gorus hakim ve muadili tiguan daha revacta. Ozellikle sifir fiyat ve size verdigi performansa baktiginizda seat modellerinin turkiye sartlarinda (yol-trafik-kaza riski vs) vw grubu icerisinde en ideal araclar oldugunu goreceksiniz.
"
seat-yorumlari,"
donanım paketleri çok az dizel olması lazımdı
"
seat-yorumlari,"
leonlara en çok kırmızı yakışıyor
"
seat-yorumlari,"
Mrb. 2 ay once sıfır leon aldım otomotiv vites. Geri vitese alınca garip Bı ses geliyor. Sanki balata lar Bi şeye sürüyormuş gıbı. Benzer durumu yasayan var mı
"
seat-yorumlari,"
1.6 TDI DSG 'yi 2aydır kullanıyorum. Yol tutuşu, yakıt tüketimi(özellikle ş.içi) oldukça iyi. Ses olarak motor sesi pek yok ama dışarıdan yol sesi hissediliyor, daha iyi olabilirdi. VW motora sahip olması, donanım olarak VW highline seviyesinde olmasından Tiguan Conforline TSI yerine bunu tercih ettim. Daha önceki aracım VW olmasına rağmen pişman değilim. Segmentin diğer araçlarından Tuscan ile ancak karşılaştırılabilir. Quasqai, 3008, Sportage rakip olamaz
"
seat-yorumlari,"
leonun jeepini yapmışlar sadece birazda geniş özellikler hemen aynı
"
seat-yorumlari,"
leonla ibiza arasında çok kalıyorum son olarak terchimi ibizadan yana kullandım ama
"
seat-yorumlari,"
hatchback araç denilince ilk aklıma gelen leon gelir 2016dan beri kullanıyorum model yükseltecem ve yine seatdan kullancam bunu yıllardır beni magdur etmeyen araç
"
seat-yorumlari,"
1.6 tdı dgs mükenmell
"
seat-yorumlari,"
En büyük hayalim ATECA idi.Bundan önceki arabam Leon du.Alçak geldi bana. nihayet 11 aralıkta ateca ya kavuştu. Her şeyi ile bir numara bana göre.33 sene de 10 arabam.10 ve son inşaallah.
"
seat-yorumlari,"
Evet güzel araba görsek ve iç tasarımı ama konfor olarak süspansiyon sıfır denecekkadar kötü ve bu yuzden satmayi düşünmüyorum
"
seat-yorumlari,"
mükemmel araç o çöp 3008 varya 3 le çarpar konfor yol tutuşu ekonomi sorunsuzluk hepsi bir arada emsallerine göre fiyatıda uygun zaten yok sattı karaborsa oldu resmen ne güzel az var heryerde görmeyiz dioduk
"
seat-yorumlari,"
LEON KULLANMAMIŞ HATTA İÇİNE BİLE BİNMEMİŞ İNSANLAR YORUM YAPMASIN
2010 BENZİNLİ+2012,2014,2016 DİZEL DSG KULLANDIM ŞU AN 2018 DİZEL DSG KULLANIYORUM.
ÇOK SERİ,HAFİF YORMAYAN,HARİKA BİR ARAÇ.
ALMAYI DÜŞÜNENLERE BÜTÇELERİNE UYGUN İSE KESİNLİKLE ALMALARINI TAVSİYE EDERİM.
"
seat-yorumlari,"
10 Aralık 2018 tarihinde Antalya Başaran'dan 1.6 TDİ EDS EXALANCE aldım.Antalya'dan Ankara'ya kadar kullandım;birkaç gündür'de Ankara şehir içinde kullanıyorum.30 yılda kullandığım 7.aracım.
Araçla ilgili Şu ana kadarki izlenimim gayet iyi diyebilirim.
"
seat-yorumlari,"
gençler için en uygun araç bence leon
"
seat-yorumlari,"
Her türlü detayın oldukça rahat bir şekilde kullanıldığı yaşam alanında, eşya gözlerinin sayısı da oldukça iyi. severek kullanıyorum
"
seat-yorumlari,"
Evim yokuşlu bir yerde olduğundan özellikle çok dik bir yokuşta dur-kalk yaptım ve yokuştaki sağlam performansını gördüm. Arabayı çok beğendim. performans, konfor, güvenlik, ekonomik yakıt ve iç donanım gayet yeterli.
"
seat-yorumlari,"
Aracımı 1 ay önce aldım. Performans gerçekten başarılı, motor çok sessiz, yokuşlarda araç doluyken bile zorlanmıyor. Bagaj hacmi ise hiç fena değil,
"
seat-yorumlari,"
Mükemmel bir araç, her seyden önce şekli yeter, gümüş gri olanını aldım harika duruyor çok seviyorum aracimi, sürerken herkesin gözlerinin üstünüzde olduğunun farkına varirsiniz.
"
seat-yorumlari,"
mrb seat 2018 ateca düşünüyorum 1.6 tavsiye eden varmı
"
seat-yorumlari,"
2015 model referans ibizam var. Çok memnunum. Kendi sınıfında lider. Yıllık bakımları biraz abartılı;passat kadar fiyat çekiyorlar. Genede tavsiye ederim
"
seat-yorumlari,"
Merhaba bende 1.4 FR 2018 model bursa doğuş çıkışlı Ateca var. 19 inç jant var aracım yaklaşık 100 km bir hızla giderken düz yolda hafif gezme yapıyor servis inceledi fakat bir yorum yapamadı.Araç ikizi tiguane göre 200 kg hafif. Bu konuda bir yorumu olan varmı.
"
seat-yorumlari,"
Malesef yagın bayı ağı ve iyi reklam yapılmadığı için daha kalitesiz Hyundai ve KİA daha çok terçih edilmekte aracın saç kalitesine bir bakın öyle karar verirsiniz , Tİguan ikizi sadece biraz daha kısa daha çok donanım ve daha uygun fiyat aynı VW teknolojisi VW nin Audisi gibi düşünün.
"
seat-yorumlari,"
bence parasını haketmeyen bir araç
"
seat-yorumlari,"
seattın bu kadar fark atması nedir peki fiyatlara bak sen
"
seat-yorumlari,"
kaliteli ve kullanışlı bir araç
"
seat-yorumlari,"
sportif bi araba gibi duruyo. dinamik duruşu var. yeni tasarımıyla bu hatlar daha da belirginleşti.
"
seat-yorumlari,"
Efsane bir araç. Performans ve zariflik bir arada.
"
seat-yorumlari,"
eski toledolar neredeee
"
seat-yorumlari,"
Bir çok suv araca göre kaliteli ve yol tutuşu önde.. 2018 mart ayında 1.4 tsi act dsg fr modelini aldım çok memnunum. Tavsiye ederim..
"
seat-yorumlari,"
benzinli modeline lpg takıldığında sorun çıkartır mı?
"
seat-yorumlari,"
Performans odaklı bir kullanımı kendine uygun gören arkadaşlar bu aracı alabilir. Yalnız dizel manuel ile dizel otomatik arasında 20 bine yakın fiyat farkı bulunması hiç şık olmamış. Otomatik vites için ekstra 20 bin TL hem de style pakette çok şaşırtıcı.
"
seat-yorumlari,"
yıllardır ısınamadığım tek araba. iç kalitesinden dışına kadar alışamadım.
"
seat-yorumlari,"
dış görünüşü güzel olsa da bana güven vermiyor
"
seat-yorumlari,"
tasarım yenilendi ibiza kafamdan silindi
"
seat-yorumlari,"
seat güzel bir araba değil
"
seat-yorumlari,"
eski tasarımlarını bozduktan sonra istedikleri kadar donanım istedikleri kadar motor eklesinler bir iş yaramaz.
"
seat-yorumlari,"
Ekonomik ve şık biarac ayrıca 110hp arkadaşımda cokmenun arada kullanıyorum iyi bi arac
"
seat-yorumlari,"
evet 40.000 tlye düşüyor
"
seat-yorumlari,"
Altindaki araba ne.
"
seat-yorumlari,"
PAZAR GÜNÜ SKODA KAROQ BAKMAYA GİTTİM 1.6 TDİ EN DONANIMLI MODELİNE BU KADAR BASİT BİR İŞÇİLİK BU KADAR SIRADAN BİR ARABA VE BAYİ TEMSİLCİSİNİN KUSTAH VE UKELA DAVRANIŞLARIYLA DA BİRLEŞİNCE HEMEN ÇIKTIM BAYİDEN 182.050 TL'LİK BİR ARABA KESİNLİKLE DEĞİL
"
seat-yorumlari,"
Golften çok daha şekil ve spor bir araba kısmetse bende alıcam
"
seat-yorumlari,"
güzel sedan bir araba
"
seat-yorumlari,"
leonun modifiyeli versiyonu diyebiliriz
"
seat-yorumlari,"
tavsiye edilecek bir araç güzel bir araç
"
seat-yorumlari,"
normal bir ideal araç kullanışlı
"
seat-yorumlari,"
hoş tasarıma sahip bir jeep
"
seat-yorumlari,"
çok hoş bir jeep
"
seat-yorumlari,"
station wagon araç olarak çok güzel bir araba tavsiye ederim
"
seat-yorumlari,"
BU ARACI RAPOR ÜZERİNE ALABILIYORMUYUZ ? ALIRNIYORSA YÜZDE KAÇ FİYAT DÜŞER ? ACIKLAMA YAPARSANIZ SEVINIRIM TŞK LER
"
seat-yorumlari,"
mart sonu 62.600 tl ye aldım.çok memnunum..eski 1.2 85 hp motorlu aracımdan hiç farkı yok..hiç turbo riskine girmeye gerek yok..çok başarılı araç.
"
seat-yorumlari,"
bende otv ındırımlı almayı dusunuyorum umarım deger
"
seat-yorumlari,"
çok kullanışlı güzel bir araç konfor olarakta bi o kadar güzel araba alacaklara şiddetle öneriyorum
"
seat-yorumlari,"
Kullanıma göre diğer araçlara nazaran sakin ve agresif kullanım farkı fazla.Şehirici 5de yatırabilirseniniz 10da.ben normal kullanımda 6.5-7litrede kullanıyorum.şehir dışı 5 litre hız sabitleyici 110 ile.100olursa 4.5.
"
seat-yorumlari,"
Tam anlamıyla araçla hıç bilgim yok
"
seat-yorumlari,"
Neden alınabilir cevap alabilirmiyim
"
seat-yorumlari,"
Yakıt tüketimi nasıl acaba
"
seat-yorumlari,"
slm, 1.4 tsı, 150 beygir, dsg, excellence kullanıcısıyım. 8 aydır 12000 km yaptım. şehir içi / dışı karma tüketim değerim 7 litre/100 km. Bu hafta sonu 700 km şehir dışı, 90-100 km/saati geçmemek kaydıyla 4 kişi yolculuk yaptım, ortalama 5,7litre/100 km yakıt sarfiyatım oldu. 10000 km den sonra yakıt tüketiminin azaldığını hissediyorum.
"
seat-yorumlari,"
Şehir içinde 0.60 kuruş şehir dışı 0.38 kuruş yakıyor bu arada benzin ly fiyatı 6.00 TL
"
seat-yorumlari,"
Mrb arkadaşlar bende 1,4 tsı almayi düşünüyorum en fulunden ama yakıt durumu nasıl vede araç nasıl rahatmı
"
seat-yorumlari,"
 8 aydır kullanıyorum, 19 binde, çok memnunum. bence bu fiyata fazla fazla iyi araç. 1.4 tsi dsg xcellance. araç cam tavanlı ve 1470 kg. çok da hafif değil yani. yine de kış lastikleriyle şehir içi ortalama 8 litreyi geçmiyor. ben sakin kullanırım bu arada.. suspansiyon bence çok iyi sertlik ayarı virajda da tedirgin olmuyorum , ses sistemi seat sound değil benim ama yine de çok memnunum . aracın en çok beğendiğim özelliği konforlu ve sessiz olması.
"
seat-yorumlari,"
8 aydır kullanıyorum, 19 binde, çok memnunum. bence bu fiyata fazla fazla iyi araç. 1.4 tsi dsg xcellance. araç cam tavanlı ve 1470 kg. çok da hafif değil yani. yine de kış lastikleriyle şehir içi ortalama 8 litreyi geçmiyor. ben sakin kullanırım bu arada.. suspansiyon bence çok iyi sertlik ayarı virajda da tedirgin olmuyorum , ses sistemi seat sound değil benim ama yine de çok memnunum . aracın en çok beğendiğim özelliği konforlu ve sessiz olması.
"
seat-yorumlari,"
seat ateca aracın fiziğine göre neden agırlgı emsallerine göre hafif 1300kg
"
seat-yorumlari,"
2014 model ibizalarda neden ısı göstergesi yok çok merak ediyorum.Hararet yapsa nasıl anlaşılaca?...
"
seat-yorumlari,"
ideal fiyatlı güzel kullanışlı bir araç almak istiyorum inşallah konforuda güzeldir
"
seat-yorumlari,"
1.6 TDİ kullanıyorum kesinlikle güzel ve kaliteli bir otomobil.dış tasarım çok iyi,içi fotograflarda göründüğünden iyi ama içi alacantra koltuk döşeme ve üstü cam tavan olmadan güzel durmuyor.tam donanım opsiyonlu olanları premium havasında.
"
seat-yorumlari,"
Şimdiye kadar 9 otomobil kullandım.Seat leon ımı 26 aralık 2017 de aldım.Daha 1000 km de .Şimdilik yakıt çok yakıyor.Ama beni bayağı rahatlattı. Duster dan sonra uçak gibi.Allah herkese nasip etsin.
"
seat-yorumlari,"
alınabilir bir arac
"
